Stock Name,Price,Country,Sector,Market Cap,Debt Status,Last 6 Months Return (%),Last 1 Year Return (%)
Stock_4645,1285.22,Japan,Energy,Mid Cap,Debt Free,42.93,-46.21
Stock_4646,4303.55,China,Consumer Goods,Large Cap,Debt Free,10.37,28.56
Stock_4647,4899.87,India,Consumer Goods,Mid Cap,Debt,-2.26,8.12
Stock_4648,3531.59,Japan,Technology,Large Cap,Debt Free,12.72,48.14
Stock_4649,1324.63,India,Consumer Goods,Large Cap,Debt,-26.22,49.62
Stock_4650,2430.93,India,Healthcare,Mid Cap,Debt Free,1.3,50.05
Stock_4651,4243.57,USA,Finance,Mid Cap,Debt,-7.45,40.5
Stock_4652,413.12,India,Consumer Goods,Large Cap,Debt,47.18,-41.79
Stock_4653,374.68,India,Consumer Goods,Mid Cap,Debt Free,46.89,21.4
Stock_4654,1880.75,India,Finance,Large Cap,Debt Free,17.64,24.7
Stock_4655,4613.98,China,Consumer Goods,Large Cap,Debt,2.6,92.26
Stock_4656,1261.4,China,Healthcare,Mid Cap,Debt Free,4.78,7.77
Stock_4657,4340.83,USA,Healthcare,Mid Cap,Debt,35.4,23.93
Stock_4658,2734.19,China,Energy,Large Cap,Debt,13.85,80.85
Stock_4659,1955.56,China,Consumer Goods,Mid Cap,Debt,-5.19,-49.45
Stock_4660,1846.19,USA,Technology,Mid Cap,Debt,-25.21,96.89
Stock_4661,4941.5,China,Healthcare,Large Cap,Debt,-10.36,65.6
Stock_4662,3848.36,India,Healthcare,Small Cap,Debt,-29.0,52.68
Stock_4663,794.83,Japan,Technology,Large Cap,Debt,-0.33,21.16
Stock_4664,3106.87,India,Technology,Mid Cap,Debt,-18.45,-25.3
Stock_4665,1461.12,Japan,Technology,Mid Cap,Debt Free,-17.96,73.51
Stock_4666,4883.36,China,Healthcare,Mid Cap,Debt,-6.45,-22.17
Stock_4667,3838.25,India,Finance,Small Cap,Debt Free,17.13,-26.59
Stock_4668,2540.32,India,Consumer Goods,Large Cap,Debt,-18.94,-25.93
Stock_4669,3684.54,Japan,Consumer Goods,Mid Cap,Debt,-6.51,13.7
Stock_4670,4403.57,India,Healthcare,Mid Cap,Debt,-12.51,89.01
Stock_4671,3153.12,India,Healthcare,Mid Cap,Debt Free,5.17,6.14
Stock_4672,1472.94,India,Technology,Mid Cap,Debt Free,28.9,2.61
Stock_4673,154.04,China,Consumer Goods,Small Cap,Debt Free,-13.46,-17.66
Stock_4674,3956.59,China,Consumer Goods,Small Cap,Debt,-28.1,44.2
Stock_4675,627.22,Japan,Consumer Goods,Large Cap,Debt Free,39.01,-4.59
Stock_4676,4670.17,India,Technology,Mid Cap,Debt,-10.22,22.32
Stock_4677,3621.58,USA,Technology,Mid Cap,Debt Free,25.27,81.61
Stock_4678,3820.9,China,Technology,Mid Cap,Debt Free,22.77,-12.06
Stock_4679,353.74,India,Finance,Small Cap,Debt,-5.18,10.62
Stock_4680,1244.55,USA,Technology,Large Cap,Debt Free,46.08,-22.42
Stock_4681,3168.42,USA,Energy,Mid Cap,Debt,-3.68,-14.05
Stock_4682,4984.97,China,Consumer Goods,Small Cap,Debt,10.42,89.0
Stock_4683,2491.56,USA,Healthcare,Small Cap,Debt,35.11,39.36
Stock_4684,2307.84,USA,Energy,Mid Cap,Debt,24.25,18.9
Stock_4685,3192.4,USA,Healthcare,Mid Cap,Debt,-17.44,14.72
Stock_4686,3478.9,India,Finance,Mid Cap,Debt,-11.47,74.65
Stock_4687,1477.84,India,Technology,Mid Cap,Debt,12.74,-46.48
Stock_4688,1780.52,Japan,Technology,Mid Cap,Debt,42.02,4.56
Stock_4689,3407.53,India,Healthcare,Mid Cap,Debt,21.17,55.51
Stock_4690,437.9,USA,Finance,Mid Cap,Debt,8.96,-39.37
Stock_4691,164.46,Japan,Technology,Large Cap,Debt,-12.19,96.4
Stock_4692,1565.0,India,Energy,Mid Cap,Debt Free,-5.39,-30.11
Stock_4693,1677.51,USA,Healthcare,Small Cap,Debt Free,23.86,47.22
Stock_4694,4919.08,China,Consumer Goods,Mid Cap,Debt,23.85,63.91
Stock_4695,4197.57,Japan,Healthcare,Mid Cap,Debt Free,32.32,42.38
Stock_4696,4759.63,Japan,Healthcare,Large Cap,Debt,30.13,-16.27
Stock_4697,3637.46,Japan,Consumer Goods,Mid Cap,Debt,-14.52,77.26
Stock_4698,2325.32,Japan,Technology,Mid Cap,Debt Free,46.86,-9.46
Stock_4699,3806.73,USA,Consumer Goods,Mid Cap,Debt,39.98,-27.97
Stock_4700,2171.87,India,Technology,Mid Cap,Debt Free,45.18,61.58
Stock_4701,3004.37,India,Healthcare,Large Cap,Debt,13.91,-5.43
Stock_4702,1936.97,China,Technology,Mid Cap,Debt Free,-5.09,-9.0
Stock_4703,297.7,China,Healthcare,Large Cap,Debt,-22.63,14.29
Stock_4704,1967.38,China,Consumer Goods,Mid Cap,Debt,-11.17,87.3
Stock_4705,3819.86,Japan,Consumer Goods,Mid Cap,Debt,17.85,15.26
Stock_4706,3580.95,USA,Consumer Goods,Large Cap,Debt,26.59,22.9
Stock_4707,892.17,USA,Healthcare,Small Cap,Debt,-27.14,15.4
Stock_4708,3448.18,India,Energy,Mid Cap,Debt,-16.85,19.02
Stock_4709,79.24,China,Consumer Goods,Large Cap,Debt Free,16.19,85.25
Stock_4710,248.31,USA,Energy,Small Cap,Debt,-16.82,38.89
Stock_4711,1190.21,Japan,Consumer Goods,Small Cap,Debt,41.05,20.8
Stock_4712,1858.14,Japan,Consumer Goods,Large Cap,Debt Free,-15.62,1.7
Stock_4713,2393.66,India,Technology,Mid Cap,Debt,32.21,89.3
Stock_4714,3621.14,India,Consumer Goods,Mid Cap,Debt,23.54,30.06
Stock_4715,959.53,India,Technology,Large Cap,Debt Free,19.06,-29.03
Stock_4716,2694.43,Japan,Finance,Small Cap,Debt,-28.9,62.03
Stock_4717,4791.09,India,Technology,Mid Cap,Debt Free,-5.82,16.13
Stock_4718,2937.46,India,Finance,Mid Cap,Debt,-14.27,26.49
Stock_4719,1584.32,India,Technology,Mid Cap,Debt,3.66,25.34
Stock_4720,457.82,China,Consumer Goods,Small Cap,Debt,28.17,97.56
Stock_4721,1061.16,India,Energy,Mid Cap,Debt Free,10.45,62.42
Stock_4722,710.36,India,Healthcare,Large Cap,Debt,7.7,67.69
Stock_4723,2800.1,Japan,Finance,Large Cap,Debt Free,41.6,90.59
Stock_4724,3785.37,Japan,Consumer Goods,Mid Cap,Debt,48.03,-20.44
Stock_4725,2331.58,India,Consumer Goods,Small Cap,Debt,-6.99,0.47
Stock_4726,2642.73,USA,Consumer Goods,Small Cap,Debt Free,5.45,93.19
Stock_4727,115.33,Japan,Technology,Mid Cap,Debt,38.64,-29.54
Stock_4728,4366.23,Japan,Energy,Mid Cap,Debt Free,-15.23,-37.41
Stock_4729,2056.83,India,Finance,Large Cap,Debt,-6.96,32.72
Stock_4730,2744.29,India,Energy,Mid Cap,Debt,-19.19,64.93
Stock_4731,3616.42,India,Consumer Goods,Mid Cap,Debt,4.59,9.15
Stock_4732,1765.3,China,Consumer Goods,Mid Cap,Debt,-14.39,19.03
Stock_4733,3578.95,Japan,Healthcare,Small Cap,Debt,-4.02,89.25
Stock_4734,430.87,China,Healthcare,Mid Cap,Debt,6.95,14.53
Stock_4735,4509.03,China,Technology,Large Cap,Debt Free,23.26,8.01
Stock_4736,4698.56,India,Technology,Mid Cap,Debt Free,32.92,88.08
Stock_4737,2396.36,USA,Technology,Mid Cap,Debt,-3.53,81.7
Stock_4738,227.19,India,Healthcare,Mid Cap,Debt,39.94,28.14
Stock_4739,297.77,USA,Finance,Small Cap,Debt,45.68,95.6
Stock_4740,4261.42,China,Technology,Small Cap,Debt,-5.12,37.3
Stock_4741,4039.66,USA,Technology,Small Cap,Debt,-22.67,-27.04
Stock_4742,3318.56,India,Healthcare,Large Cap,Debt,-20.71,13.85
Stock_4743,3478.52,China,Healthcare,Mid Cap,Debt Free,-3.3,79.37
Stock_4744,1630.49,China,Consumer Goods,Small Cap,Debt,26.27,-1.54
Stock_4745,671.22,USA,Technology,Small Cap,Debt,23.56,45.09
Stock_4746,2548.15,China,Consumer Goods,Mid Cap,Debt Free,-14.34,-12.49
Stock_4747,4517.63,China,Consumer Goods,Mid Cap,Debt,23.29,61.4
Stock_4748,3597.35,Japan,Technology,Mid Cap,Debt Free,15.42,-32.88
Stock_4749,925.09,Japan,Consumer Goods,Mid Cap,Debt,3.22,-11.35
Stock_4750,3834.99,India,Finance,Mid Cap,Debt,40.87,-19.98
Stock_4751,4210.02,Japan,Technology,Large Cap,Debt,10.57,0.0
Stock_4752,3489.28,China,Finance,Mid Cap,Debt,16.46,-47.28
Stock_4753,978.86,China,Finance,Mid Cap,Debt,-21.7,17.71
Stock_4754,3627.28,USA,Technology,Large Cap,Debt,0.07,86.51
Stock_4755,2285.01,India,Finance,Large Cap,Debt Free,33.85,22.79
Stock_4756,1013.53,USA,Consumer Goods,Mid Cap,Debt Free,34.89,38.93
Stock_4757,1510.1,India,Energy,Small Cap,Debt,24.2,29.54
Stock_4758,1956.79,China,Technology,Large Cap,Debt Free,-17.98,63.98
Stock_4759,4961.95,Japan,Healthcare,Mid Cap,Debt,5.96,1.08
Stock_4760,3511.34,Japan,Finance,Large Cap,Debt,21.1,89.03
Stock_4761,3061.87,India,Consumer Goods,Mid Cap,Debt Free,1.61,-24.29
Stock_4762,187.25,China,Finance,Small Cap,Debt,47.24,-4.61
Stock_4763,3413.27,India,Healthcare,Large Cap,Debt,20.4,-32.03
Stock_4764,2438.27,China,Consumer Goods,Mid Cap,Debt Free,32.08,49.04
Stock_4765,3884.76,China,Technology,Mid Cap,Debt,15.94,-3.08
Stock_4766,1404.49,USA,Healthcare,Large Cap,Debt Free,-12.32,82.67
Stock_4767,3782.44,China,Consumer Goods,Large Cap,Debt Free,26.96,5.73
Stock_4768,2999.69,India,Finance,Small Cap,Debt Free,37.08,-23.34
Stock_4769,3169.41,USA,Healthcare,Large Cap,Debt,45.91,-49.35
Stock_4770,4706.45,USA,Consumer Goods,Large Cap,Debt,28.49,-22.38
Stock_4771,4710.83,India,Consumer Goods,Mid Cap,Debt,20.5,20.95
Stock_4772,1067.79,India,Consumer Goods,Large Cap,Debt,34.58,-26.31
Stock_4773,1589.52,USA,Technology,Small Cap,Debt Free,13.37,92.63
Stock_4774,401.49,China,Finance,Large Cap,Debt,30.48,56.92
Stock_4775,4659.4,India,Technology,Mid Cap,Debt,0.08,-11.99
Stock_4776,4752.65,Japan,Technology,Large Cap,Debt,29.47,54.47
Stock_4777,4606.2,USA,Technology,Small Cap,Debt,1.24,54.8
Stock_4778,1867.31,India,Technology,Mid Cap,Debt Free,32.57,97.36
Stock_4779,872.57,USA,Technology,Mid Cap,Debt,1.48,69.39
Stock_4780,3763.62,India,Consumer Goods,Large Cap,Debt Free,6.77,4.93
Stock_4781,4322.15,USA,Technology,Mid Cap,Debt,34.51,-6.8
Stock_4782,2477.64,India,Technology,Small Cap,Debt,19.65,84.0
Stock_4783,2581.62,China,Consumer Goods,Mid Cap,Debt,43.14,26.47
Stock_4784,4571.84,Japan,Healthcare,Mid Cap,Debt,46.11,35.8
Stock_4785,513.08,USA,Consumer Goods,Mid Cap,Debt,-24.45,-32.99
Stock_4786,2504.38,India,Healthcare,Mid Cap,Debt,-16.22,83.33
Stock_4787,923.88,USA,Consumer Goods,Small Cap,Debt Free,20.34,86.06
Stock_4788,4991.39,USA,Technology,Large Cap,Debt,-25.96,92.89
Stock_4789,4489.59,China,Technology,Large Cap,Debt,17.91,75.88
Stock_4790,3757.13,India,Consumer Goods,Large Cap,Debt,22.32,69.35
Stock_4791,1573.17,Japan,Finance,Large Cap,Debt,33.15,21.73
Stock_4792,4609.7,USA,Consumer Goods,Mid Cap,Debt,49.3,20.18
Stock_4793,2719.73,USA,Technology,Mid Cap,Debt Free,29.91,91.04
Stock_4794,3542.27,Japan,Energy,Mid Cap,Debt Free,23.54,76.89
Stock_4795,2240.65,Japan,Energy,Large Cap,Debt Free,-18.29,77.81
Stock_4796,688.3,India,Healthcare,Small Cap,Debt,29.93,-4.43
Stock_4797,979.35,China,Healthcare,Mid Cap,Debt Free,-17.66,2.22
Stock_4798,150.26,India,Finance,Large Cap,Debt Free,-20.38,-12.97
Stock_4799,3909.17,USA,Finance,Mid Cap,Debt,-2.92,28.13
Stock_4800,73.29,India,Finance,Large Cap,Debt,-29.5,16.95
Stock_4801,1112.36,India,Technology,Mid Cap,Debt,14.43,92.39
Stock_4802,3563.13,India,Technology,Mid Cap,Debt,-29.8,-45.89
Stock_4803,3579.12,USA,Finance,Large Cap,Debt Free,31.87,45.65
Stock_4804,826.89,India,Technology,Mid Cap,Debt,-6.88,3.99
Stock_4805,928.28,India,Finance,Small Cap,Debt,-25.33,9.56
Stock_4806,90.17,Japan,Consumer Goods,Large Cap,Debt Free,-25.68,21.19
Stock_4807,655.59,Japan,Consumer Goods,Mid Cap,Debt Free,-7.56,-21.79
Stock_4808,3912.31,USA,Healthcare,Mid Cap,Debt,-3.22,68.92
Stock_4809,4595.77,Japan,Consumer Goods,Small Cap,Debt Free,-26.81,66.83
Stock_4810,4525.12,USA,Healthcare,Mid Cap,Debt,6.02,28.14
Stock_4811,852.26,USA,Technology,Mid Cap,Debt,-28.07,68.23
Stock_4812,2968.56,China,Healthcare,Mid Cap,Debt Free,-23.07,16.74
Stock_4813,2545.81,USA,Consumer Goods,Large Cap,Debt,38.27,-20.25
Stock_4814,2630.67,China,Technology,Large Cap,Debt,13.03,-26.64
Stock_4815,1033.25,China,Consumer Goods,Mid Cap,Debt,13.42,49.25
Stock_4816,1398.44,India,Energy,Large Cap,Debt,37.17,34.38
Stock_4817,1242.34,Japan,Consumer Goods,Small Cap,Debt Free,-26.41,-14.89
Stock_4818,441.11,Japan,Healthcare,Mid Cap,Debt,45.75,33.23
Stock_4819,1338.2,USA,Healthcare,Large Cap,Debt,27.3,98.24
Stock_4820,4048.77,USA,Technology,Large Cap,Debt,26.18,19.07
Stock_4821,4738.26,China,Healthcare,Mid Cap,Debt Free,-23.21,-34.69
Stock_4822,1714.84,Japan,Technology,Large Cap,Debt,20.17,49.37
Stock_4823,2637.94,USA,Technology,Mid Cap,Debt,34.57,31.07
Stock_4824,1266.44,Japan,Technology,Mid Cap,Debt,-16.31,-33.1
Stock_4825,1681.76,Japan,Finance,Small Cap,Debt,15.83,18.92
Stock_4826,4438.1,China,Finance,Large Cap,Debt,45.12,33.34
Stock_4827,2178.73,USA,Healthcare,Mid Cap,Debt Free,46.33,58.57
Stock_4828,4769.25,USA,Technology,Large Cap,Debt,9.28,13.07
Stock_4829,3799.59,USA,Healthcare,Large Cap,Debt,24.77,88.44
Stock_4830,4125.14,China,Finance,Mid Cap,Debt,36.71,-26.62
Stock_4831,3940.41,USA,Technology,Large Cap,Debt,-29.65,53.88
Stock_4832,3223.01,India,Energy,Mid Cap,Debt,-14.93,87.72
Stock_4833,3564.34,USA,Consumer Goods,Mid Cap,Debt Free,25.68,9.32
Stock_4834,2943.21,Japan,Healthcare,Small Cap,Debt Free,3.38,-49.48
Stock_4835,665.43,Japan,Healthcare,Mid Cap,Debt,9.07,24.8
Stock_4836,3503.0,China,Finance,Small Cap,Debt,43.32,-16.79
Stock_4837,2787.79,China,Healthcare,Mid Cap,Debt,3.88,-25.31
Stock_4838,1180.47,Japan,Finance,Mid Cap,Debt,9.11,71.22
Stock_4839,4016.48,Japan,Consumer Goods,Large Cap,Debt,-4.77,80.87
Stock_4840,4030.36,USA,Consumer Goods,Mid Cap,Debt,-26.33,0.81
Stock_4841,2555.9,China,Consumer Goods,Large Cap,Debt Free,40.11,-22.61
Stock_4842,2778.47,USA,Technology,Large Cap,Debt,1.48,-29.48
Stock_4843,62.37,Japan,Consumer Goods,Large Cap,Debt,8.0,11.53
Stock_4844,399.06,Japan,Technology,Mid Cap,Debt,45.04,9.55
Stock_4845,1914.74,India,Technology,Small Cap,Debt,4.34,-7.09
Stock_4846,4757.48,China,Finance,Small Cap,Debt,-27.87,85.37
Stock_4847,1620.83,Japan,Technology,Small Cap,Debt,-24.77,33.03
Stock_4848,1959.28,India,Consumer Goods,Small Cap,Debt,-10.06,-35.76
Stock_4849,3180.2,USA,Technology,Small Cap,Debt Free,15.57,-16.1
Stock_4850,2940.01,USA,Healthcare,Mid Cap,Debt Free,26.24,36.17
Stock_4851,585.86,USA,Consumer Goods,Small Cap,Debt,46.48,88.65
Stock_4852,110.51,India,Consumer Goods,Mid Cap,Debt,-12.26,-15.31
Stock_4853,4233.4,USA,Healthcare,Large Cap,Debt Free,-10.95,-28.03
Stock_4854,243.95,India,Technology,Large Cap,Debt,27.87,28.68
Stock_4855,2569.06,Japan,Technology,Mid Cap,Debt,-22.95,16.47
Stock_4856,422.93,China,Finance,Large Cap,Debt,1.24,-26.59
Stock_4857,4520.93,Japan,Technology,Mid Cap,Debt,-5.95,-24.48
Stock_4858,3726.63,India,Healthcare,Mid Cap,Debt Free,8.16,36.41
Stock_4859,1418.16,India,Technology,Small Cap,Debt,1.05,-48.07
Stock_4860,3486.81,India,Consumer Goods,Mid Cap,Debt Free,2.97,26.09
Stock_4861,498.35,Japan,Finance,Large Cap,Debt Free,-25.92,71.59
Stock_4862,3567.06,USA,Technology,Mid Cap,Debt,48.6,-49.35
Stock_4863,1975.85,USA,Energy,Small Cap,Debt,4.26,76.95
Stock_4864,1939.11,India,Healthcare,Mid Cap,Debt,31.87,-6.02
Stock_4865,1090.27,USA,Consumer Goods,Large Cap,Debt,14.62,14.76
Stock_4866,477.53,Japan,Consumer Goods,Mid Cap,Debt,-7.18,24.81
Stock_4867,2940.65,Japan,Technology,Large Cap,Debt,-24.48,50.29
Stock_4868,4377.79,India,Consumer Goods,Small Cap,Debt Free,23.38,7.63
Stock_4869,1287.77,USA,Finance,Mid Cap,Debt,-8.99,68.66
Stock_4870,4391.25,Japan,Technology,Mid Cap,Debt,39.21,99.38
Stock_4871,1915.87,USA,Energy,Mid Cap,Debt,44.93,52.63
Stock_4872,3341.35,Japan,Technology,Small Cap,Debt,27.06,61.91
Stock_4873,3002.07,India,Consumer Goods,Mid Cap,Debt,41.9,-28.34
Stock_4874,2895.73,India,Consumer Goods,Mid Cap,Debt,-28.43,-32.96
Stock_4875,3880.27,Japan,Healthcare,Mid Cap,Debt,-8.0,62.2
Stock_4876,2896.7,USA,Technology,Small Cap,Debt Free,40.44,-25.92
Stock_4877,2826.12,Japan,Healthcare,Mid Cap,Debt,4.05,-3.9
Stock_4878,4903.91,India,Finance,Mid Cap,Debt,-16.07,-30.06
Stock_4879,1083.46,China,Energy,Mid Cap,Debt Free,32.48,-18.52
Stock_4880,3826.15,India,Healthcare,Mid Cap,Debt,25.41,-43.04
Stock_4881,1189.87,India,Technology,Large Cap,Debt,6.95,60.61
Stock_4882,2092.58,Japan,Consumer Goods,Mid Cap,Debt,2.36,-36.65
Stock_4883,2749.32,India,Technology,Mid Cap,Debt,-28.4,17.85
Stock_4884,1815.89,India,Finance,Large Cap,Debt,37.52,39.05
Stock_4885,2233.23,India,Technology,Large Cap,Debt,-27.62,62.63
Stock_4886,2080.08,China,Consumer Goods,Large Cap,Debt Free,33.05,-27.72
Stock_4887,1806.62,Japan,Healthcare,Mid Cap,Debt Free,-26.55,-14.18
Stock_4888,1462.99,Japan,Finance,Mid Cap,Debt,-24.8,4.79
Stock_4889,2325.9,China,Healthcare,Large Cap,Debt Free,38.39,83.13
Stock_4890,2126.96,Japan,Finance,Mid Cap,Debt Free,27.04,29.12
Stock_4891,2769.01,Japan,Healthcare,Mid Cap,Debt,-3.42,9.33
Stock_4892,1188.86,China,Consumer Goods,Mid Cap,Debt Free,-9.89,54.03
Stock_4893,1948.25,USA,Healthcare,Mid Cap,Debt,-16.14,43.21
Stock_4894,2358.61,USA,Energy,Large Cap,Debt Free,-7.23,-8.35
Stock_4895,1277.55,India,Consumer Goods,Large Cap,Debt,24.72,81.22
Stock_4896,4822.69,China,Technology,Large Cap,Debt Free,24.65,9.6
Stock_4897,1986.06,China,Technology,Large Cap,Debt,-7.24,95.48
Stock_4898,2808.36,China,Energy,Mid Cap,Debt Free,47.26,37.19
Stock_4899,4062.75,Japan,Finance,Mid Cap,Debt,27.57,-29.77
Stock_4900,1843.14,India,Energy,Mid Cap,Debt,-13.17,83.03
Stock_4901,1765.71,USA,Healthcare,Large Cap,Debt,-0.58,0.27
Stock_4902,4304.82,USA,Energy,Mid Cap,Debt Free,6.28,-26.97
Stock_4903,834.96,China,Consumer Goods,Mid Cap,Debt,47.67,1.43
Stock_4904,4847.78,Japan,Healthcare,Mid Cap,Debt,36.55,97.25
Stock_4905,898.09,China,Finance,Large Cap,Debt,-0.65,72.77
Stock_4906,535.31,Japan,Healthcare,Mid Cap,Debt Free,-17.18,-43.13
Stock_4907,882.38,USA,Energy,Mid Cap,Debt,41.26,94.99
Stock_4908,3959.4,Japan,Healthcare,Large Cap,Debt,17.83,71.89
Stock_4909,528.95,USA,Technology,Mid Cap,Debt Free,-10.88,56.31
Stock_4910,4595.67,India,Healthcare,Large Cap,Debt,14.95,35.16
Stock_4911,2487.34,India,Finance,Mid Cap,Debt,28.98,1.58
Stock_4912,3465.32,Japan,Energy,Large Cap,Debt Free,43.55,35.94
Stock_4913,4377.72,India,Consumer Goods,Mid Cap,Debt Free,-12.69,-30.19
Stock_4914,600.0,China,Energy,Mid Cap,Debt,-8.27,-18.93
Stock_4915,3530.42,USA,Technology,Mid Cap,Debt,-3.67,7.81
Stock_4916,4996.47,Japan,Technology,Large Cap,Debt Free,2.18,61.06
Stock_4917,3380.28,India,Technology,Mid Cap,Debt Free,-9.76,28.11
Stock_4918,2291.78,USA,Healthcare,Small Cap,Debt,32.47,91.71
Stock_4919,4171.4,USA,Technology,Large Cap,Debt Free,-3.18,-3.24
Stock_4920,368.34,China,Finance,Large Cap,Debt,-25.08,-46.14
Stock_4921,3138.17,China,Consumer Goods,Large Cap,Debt,15.66,27.81
Stock_4922,292.5,USA,Technology,Large Cap,Debt,47.71,37.44
Stock_4923,4710.61,China,Consumer Goods,Small Cap,Debt,9.19,-44.34
Stock_4924,3443.23,USA,Consumer Goods,Mid Cap,Debt Free,-21.38,17.73
Stock_4925,1738.09,India,Healthcare,Mid Cap,Debt,13.82,-22.97
Stock_4926,597.56,China,Healthcare,Large Cap,Debt,39.11,29.06
Stock_4927,774.02,Japan,Technology,Large Cap,Debt,8.41,16.34
Stock_4928,4698.92,USA,Finance,Mid Cap,Debt,21.96,88.38
Stock_4929,1366.89,India,Technology,Small Cap,Debt,21.77,61.31
Stock_4930,2709.35,Japan,Finance,Mid Cap,Debt,48.94,-45.96
Stock_4931,4398.26,China,Consumer Goods,Small Cap,Debt,-9.49,74.52
Stock_4932,2097.85,USA,Energy,Large Cap,Debt,-21.81,38.1
Stock_4933,3893.62,China,Consumer Goods,Mid Cap,Debt,14.32,48.77
Stock_4934,1771.11,USA,Healthcare,Small Cap,Debt,-15.69,-23.69
Stock_4935,4167.67,USA,Consumer Goods,Mid Cap,Debt,-19.05,-16.36
Stock_4936,3087.43,India,Consumer Goods,Mid Cap,Debt Free,-10.79,87.16
Stock_4937,4180.36,India,Consumer Goods,Mid Cap,Debt,-24.2,-27.91
Stock_4938,1224.58,India,Consumer Goods,Large Cap,Debt Free,16.75,2.66
Stock_4939,3457.61,India,Consumer Goods,Large Cap,Debt,11.99,-37.35
Stock_4940,4689.57,India,Consumer Goods,Small Cap,Debt Free,32.54,86.45
Stock_4941,3464.73,India,Consumer Goods,Large Cap,Debt,2.19,-9.48
Stock_4942,723.47,India,Technology,Mid Cap,Debt,22.06,-25.77
Stock_4943,3410.61,China,Healthcare,Large Cap,Debt,-28.03,-8.31
Stock_4944,3855.61,Japan,Finance,Mid Cap,Debt,-16.26,91.15
Stock_4945,382.33,Japan,Technology,Small Cap,Debt,-5.83,-16.04
Stock_4946,1872.41,India,Technology,Mid Cap,Debt Free,-18.41,-25.03
Stock_4947,753.35,China,Technology,Small Cap,Debt,10.83,89.71
Stock_4948,4827.94,USA,Finance,Large Cap,Debt,-17.09,-34.78
Stock_4949,4008.93,China,Technology,Small Cap,Debt,37.89,-22.34
Stock_4950,1076.66,China,Energy,Mid Cap,Debt,-18.98,41.79
Stock_4951,2113.42,Japan,Healthcare,Small Cap,Debt Free,23.24,27.74
Stock_4952,2430.75,Japan,Energy,Mid Cap,Debt Free,28.94,37.62
Stock_4953,4363.66,India,Finance,Small Cap,Debt,33.48,75.2
Stock_4954,3002.52,India,Consumer Goods,Large Cap,Debt,-12.68,61.46
Stock_4955,1198.47,Japan,Consumer Goods,Small Cap,Debt,-23.89,55.33
Stock_4956,1349.51,Japan,Technology,Small Cap,Debt,10.78,72.84
Stock_4957,940.32,China,Finance,Large Cap,Debt Free,19.06,-19.18
Stock_4958,82.89,China,Technology,Mid Cap,Debt Free,-23.6,-7.56
Stock_4959,2535.35,India,Finance,Small Cap,Debt Free,0.33,-27.14
Stock_4960,2128.56,India,Technology,Large Cap,Debt,-13.65,48.6
Stock_4961,2983.03,USA,Consumer Goods,Mid Cap,Debt Free,11.37,-8.81
Stock_4962,1164.48,Japan,Healthcare,Mid Cap,Debt Free,49.18,-5.8
Stock_4963,3298.33,India,Technology,Mid Cap,Debt,-17.91,-24.14
Stock_4964,2098.93,India,Technology,Small Cap,Debt Free,38.33,91.63
Stock_4965,154.66,Japan,Finance,Small Cap,Debt,21.91,30.06
Stock_4966,3975.29,USA,Consumer Goods,Small Cap,Debt,-29.73,23.5
Stock_4967,677.3,Japan,Finance,Large Cap,Debt Free,-16.95,47.42
Stock_4968,1985.02,USA,Technology,Large Cap,Debt,22.53,0.28
Stock_4969,1492.85,India,Technology,Mid Cap,Debt,39.81,-33.94
Stock_4970,4817.29,China,Technology,Mid Cap,Debt,30.53,-16.67
Stock_4971,4282.41,Japan,Healthcare,Mid Cap,Debt,28.02,-22.42
Stock_4972,4474.06,Japan,Energy,Large Cap,Debt Free,-0.78,5.43
Stock_4973,3301.39,Japan,Consumer Goods,Large Cap,Debt Free,45.79,68.62
Stock_4974,3049.18,China,Healthcare,Large Cap,Debt,40.19,5.47
Stock_4975,3806.27,Japan,Finance,Small Cap,Debt,-19.18,-0.59
Stock_4976,4292.36,China,Technology,Mid Cap,Debt,49.53,-25.38
Stock_4977,1268.01,Japan,Energy,Large Cap,Debt,-17.52,-36.25
Stock_4978,2657.64,India,Healthcare,Mid Cap,Debt,38.88,-3.45
Stock_4979,3530.59,USA,Finance,Mid Cap,Debt,20.1,57.58
Stock_4980,1261.5,USA,Technology,Mid Cap,Debt Free,39.89,85.45
Stock_4981,1822.5,India,Finance,Small Cap,Debt,0.48,38.38
Stock_4982,1704.36,China,Healthcare,Mid Cap,Debt Free,36.97,-0.94
Stock_4983,2291.39,Japan,Technology,Mid Cap,Debt,-26.13,57.04
Stock_4984,516.45,India,Technology,Mid Cap,Debt Free,9.78,81.92
Stock_4985,4939.8,Japan,Technology,Mid Cap,Debt,29.6,-49.48
Stock_4986,2010.01,Japan,Finance,Mid Cap,Debt,-14.55,-2.23
Stock_4987,1877.95,China,Technology,Small Cap,Debt,-10.91,37.3
Stock_4988,2416.16,Japan,Technology,Mid Cap,Debt Free,44.03,18.24
Stock_4989,2285.54,Japan,Finance,Small Cap,Debt,6.52,6.95
Stock_4990,868.33,China,Healthcare,Mid Cap,Debt,-26.99,-36.54
Stock_4991,2451.49,India,Technology,Large Cap,Debt,-19.27,7.02
Stock_4992,666.83,India,Energy,Mid Cap,Debt,15.35,20.88
Stock_4993,4654.3,USA,Energy,Mid Cap,Debt,-18.77,44.47
Stock_4994,4743.21,India,Technology,Large Cap,Debt,-0.5,37.3
